TOA5,1,CR300,21814,CR310.Std.11.01,CPU:redox_GW_deployed.CR300,16684,Table1,
5/15/25 17:45,4730,13.58,29.26,NAN,-34.43,501.7333,21,16813.2
5/15/25 18:00,4731,13.58,27.76,NAN,-33.41,502.2667,21,16816.4
5/15/25 18:15,4732,13.59,25.38,NAN,-32.4,501.6,21,16813.33
5/15/25 18:30,4733,13.63,23.71,NAN,-31.49,501.3333,21,16809.13
5/15/25 18:45,4734,13.66,22.5,NAN,-30.64,502.6,20.92,16804.47
5/15/25 19:00,4735,13.69,21.42,NAN,-29.82,503.5333,20.9,16800.73
5/15/25 19:30,4736,11.27,18.89,NAN,166.4,504,20.9,16972.9
5/15/25 19:45,4737,10.87,17.62,NAN,91.1,504.2667,20.9,17049.93
5/15/25 20:00,4738,11.01,16.22,NAN,38.63,504,20.9,16979.14
5/15/25 20:15,4739,10.84,15.79,NAN,34.44,504.3333,20.9,16949.07
5/15/25 20:30,4740,10.79,15.06,NAN,15.85,504.6,20.91333,16989.13
5/15/25 20:45,4741,10.73,14.01,NAN,17.49,504.5333,21,17001.87
5/15/25 21:00,4742,10.9,12.85,NAN,18.06,504.4,20.96667,16997
5/15/25 21:15,4743,10.97,12.07,NAN,17.94,504.1333,20.9,16985.47
5/15/25 21:30,4744,10.89,11.63,NAN,17.05,503.6667,20.9,16977.47
5/15/25 21:45,4745,10.97,11.43,NAN,17.42,503.6,20.9,16976.93
5/15/25 22:00,4746,10.92,11.15,NAN,17.2,504.2667,20.9,16979.2
5/15/25 22:15,4747,10.99,10.75,NAN,16.58,502.8667,20.88,16973.53
5/15/25 22:30,4748,10.96,10.47,NAN,16.35,504.2667,20.81333,16976.53
5/15/25 22:45,4749,10.94,10.08,NAN,15.99,503.2667,20.9,16978.33
5/15/25 23:00,4750,10.93,9.76,NAN,15.74,503.4,20.9,16982.73
5/15/25 23:15,4751,10.99,9.6,NAN,16.36,503.2667,20.9,16975.67
5/15/25 23:30,4752,10.97,9.66,NAN,17.71,502.3333,20.9,16981.27
5/15/25 23:45,4753,11.05,9.63,NAN,18.79,502.3333,20.93333,16976.33
5/16/25 0:00,4754,10.89,9.46,NAN,20.52,502.9333,20.96667,16978.47
5/16/25 0:15,4755,10.81,9.38,NAN,23.34,502.3333,20.9,16971.4
5/16/25 0:30,4756,10.74,9.24,NAN,22.02,501.2667,20.9,16970.13
5/16/25 0:45,4757,10.6,8.96,NAN,53.52,501.2,20.9,16972.8
5/16/25 1:00,4758,11.15,8.76,NAN,47.45,501.8,20.92667,16972.73
5/16/25 1:15,4759,10.94,8.98,NAN,21.91,501.2727,21,16977.54
5/16/25 1:30,4760,10.81,9.95,NAN,12.62,502,21,16968.3
5/16/25 1:45,4761,11.1,12.51,NAN,28.97,499,21,16959
5/16/25 2:00,4762,11.02,13.73,NAN,5.857,498.3333,21,16971.67
5/16/25 2:15,4763,10.96,13.89,NAN,2.58,498.5333,21,16980.4
5/16/25 2:30,4764,11,13.5,NAN,-4.473,499.4667,21,16976.67
5/16/25 2:45,4765,10.86,12.47,NAN,-10.98,498.7333,21,16975.87
5/16/25 3:00,4766,10.96,11.47,NAN,-13.89,497.4,21,16972.87
5/16/25 3:15,4767,11.11,10.98,NAN,-12.11,496.4,21,16974.53
5/16/25 3:30,4768,11.1,10.66,NAN,4.271,494.8,21,16977.13
5/16/25 3:45,4769,11.08,10.43,NAN,24.26,495.2667,21.01333,16975.47
5/16/25 4:00,4770,11.12,10.17,NAN,12.27,495.2,21,16966.73
5/16/25 4:15,4771,11.12,10.14,NAN,16.38,496.1333,21,16973.67
5/16/25 4:30,4772,11.11,10.16,NAN,25.36,495.2,21.1,16969.47
5/16/25 4:45,4773,11.08,9.99,NAN,70.52,494.9333,21.00667,16965.4
5/16/25 5:00,4774,11.06,9.74,NAN,39,497.1333,21.03333,16989.73
5/16/25 5:15,4775,11.17,9.57,NAN,15.18,497.5333,21.06,17021.8
5/16/25 5:30,4776,11.3,9.42,NAN,0.449,497.5333,21.08,17063.47
5/16/25 5:45,4777,12.76,9.23,NAN,-9.55,497.4667,21.07333,17070.6
5/16/25 6:00,4778,13.97,9.3,NAN,-17.12,495.9333,21.00667,17084.8
5/16/25 6:15,4779,13.98,10.16,NAN,-26.13,495.9333,21,17106.6
5/16/25 6:30,4780,13.94,12.97,NAN,-34.71,495.5333,21.08,17117.53
5/16/25 6:45,4781,13.87,15.76,NAN,-41.01,493.4667,21.03333,17101.33
5/16/25 7:00,4782,13.8,18.31,NAN,-45.5,493.6,21,17098.47
5/16/25 7:15,4783,13.76,20.43,NAN,-48.89,494.5333,21,17096.6
5/16/25 7:30,4784,13.71,22.38,NAN,-51.69,494.5333,21,17101.73
5/16/25 7:45,4785,13.68,24.27,NAN,-54.03,493.8,21.08667,17096.07
5/16/25 8:00,4786,13.64,26.05,NAN,-55.84,494.5333,21.1,17100.87
5/16/25 8:15,4787,13.58,27.51,NAN,-57.24,492.6667,21.02667,17089.8
5/16/25 8:30,4788,13.59,28.76,NAN,-58.26,492.2,21.04,17098.6
5/16/25 8:45,4789,13.54,29.94,NAN,-58.98,491,21.1,17095.33
5/16/25 9:00,4790,13.51,31.06,NAN,-59.46,489.4,21.04,17090.33
5/16/25 9:15,4791,13.51,31.93,NAN,-59.53,490.3333,21,17090.87
5/16/25 9:30,4792,13.5,32.55,NAN,-59.39,491.6667,21.08,17090.13
5/16/25 9:45,4793,13.48,32.87,NAN,-59.11,489.8,21.13333,17096.2
5/16/25 10:00,4794,13.47,33.08,NAN,-58.54,489.2,21.1,17085.47
5/16/25 10:15,4795,13.49,33.25,NAN,-57.87,487.7333,21.1,17083.47
5/16/25 10:30,4796,13.46,33.61,NAN,-57.24,486.5333,21.14,17091.73
5/16/25 10:45,4797,13.43,33.88,NAN,-56.55,485.8,21.1,17086.2
5/16/25 11:00,4798,13.42,34.08,NAN,-55.78,485.3333,21.1,17089.2
5/16/25 11:15,4799,13.46,34.48,NAN,-54.97,485.5333,21.1,17084.73
5/16/25 11:30,4800,13.45,34.82,NAN,-54.13,484.8667,21.19333,17092.07
5/16/25 11:45,4801,13.42,35.21,NAN,-53.26,484.4,21.2,17082.93
5/16/25 12:00,4802,13.45,35.46,NAN,-52.44,483.6667,21.2,17085.13
5/16/25 12:15,4803,13.47,35.85,NAN,-51.56,482.6667,21.2,17090.87
5/16/25 12:30,4804,13.45,36.34,NAN,-50.54,483.2,21.2,17088.13
5/16/25 12:45,4805,13.43,36.45,NAN,-49.43,482.6667,21.24667,17085.2
5/16/25 13:00,4806,13.44,36.84,NAN,-48.21,482,21.2,17080.6
5/16/25 13:15,4807,13.43,37.21,NAN,-46.92,481.6667,21.23333,17086.73
5/16/25 13:30,4808,13.41,37.6,NAN,-45.74,478.6667,21.29333,17079.33
5/16/25 13:45,4809,13.39,38.02,NAN,-44.61,478.2667,21.2,17080.27
5/16/25 14:00,4810,13.41,38.56,NAN,-43.64,478.4,21.28667,16680.87
5/16/25 14:15,4811,13.39,39.34,NAN,-42.88,477.6,21.3,16674.73
5/16/25 14:30,4812,13.38,39.7,NAN,-42.25,477.0667,21.3,16669.53
5/16/25 14:45,4813,13.34,39.96,NAN,-41.69,477.0667,21.28,16830.6
5/16/25 15:00,4814,13.32,40.33,NAN,-41.15,475.7333,21.3,16964
5/16/25 15:15,4815,13.35,40.5,NAN,-40.57,476.1333,21.3,16958.6
5/16/25 15:30,4816,13.36,40.67,NAN,-39.95,476.6667,21.3,16957.47
5/16/25 15:45,4817,13.36,40.68,NAN,-39.23,475.9333,21.3,16955.73
5/16/25 16:00,4818,13.34,40.81,NAN,-38.5,475.7333,21.3,16951.93
5/16/25 16:15,4819,13.31,40.75,NAN,-37.78,474.6,21.3,16954.87
5/16/25 16:30,4820,13.33,39.98,NAN,-37.05,474.5333,21.3,16945.13
5/16/25 16:45,4821,13.36,38.28,NAN,-36.34,475.6667,21.24667,16942.87
5/16/25 17:00,4822,13.42,35.19,NAN,-35.51,474.1333,21.25333,16876.4
5/16/25 17:15,4823,13.43,33.76,NAN,-34.64,475.6667,21.21333,16863.4
5/16/25 17:30,4824,13.45,33.8,NAN,-33.78,475.8,21.20667,16854.73
5/16/25 17:45,4825,13.47,34.3,NAN,-32.97,476.1333,21.2,16850.2
5/16/25 18:00,4826,13.46,32.31,NAN,-32.07,475.6667,21.2,16842.87
5/16/25 18:15,4827,13.51,28.78,NAN,-31.13,475.1333,21.2,16829.8
5/16/25 18:30,4828,13.59,26.1,NAN,-30.29,475.5333,21.2,16789.13
5/16/25 18:45,4829,13.61,24.16,NAN,-29.56,476.1333,21.2,16784
5/16/25 19:00,4830,13.65,22.76,NAN,-28.9,476.1333,21.2,16774.2
5/16/25 19:15,4831,11.54,21.01,NAN,-36.42,476.5,21.1,16618.83
5/16/25 19:30,4832,11.28,19.16,NAN,-35.24,478,21.1,16582.5
5/16/25 19:45,4833,11.05,17.96,NAN,-28.85,477,21.1,16690.46
5/16/25 20:00,4834,11.24,16.11,NAN,-25.94,477.3333,21.1,16620.67
5/16/25 20:15,4835,11.21,15.38,NAN,-21.23,477.6667,21.1,16611.8
5/16/25 20:30,4836,11.11,14.19,NAN,2.753,477.25,21.1,16623.25
5/16/25 20:45,4837,11.05,13.55,NAN,15.21,479.6667,21.1,16621.67
5/16/25 21:00,4838,11.12,13.22,NAN,21.44,477.5,21.1,16615.6
5/16/25 21:15,4839,11.22,12.93,NAN,17.18,479,21.1,16614
5/16/25 21:30,4840,11.08,12.83,NAN,24.43,477,21,16599
5/16/25 21:45,4841,11.12,12.54,NAN,28.72,476.8667,21.08,16586.73
5/16/25 22:00,4842,11.02,12.45,NAN,29.92,476,21.05,16579.1
5/16/25 22:15,4843,11.09,12.94,NAN,30.38,475.875,21.0875,16570.12
5/16/25 22:30,4844,11.02,13.74,NAN,33.51,477.6667,21.02,16563.6
5/16/25 23:00,4845,11.18,14.8,NAN,36.69,476.0667,21,16553.13
5/16/25 23:15,4846,11.17,14.32,NAN,37.62,476.5333,21,16544.33
5/16/25 23:30,4847,11.15,14.29,NAN,36.94,476.4,21.02,16541.87
5/16/25 23:45,4848,11.11,15,NAN,38.83,475.9333,21.1,16535.2
5/17/25 0:00,4849,11.1,15.42,NAN,39.3,475.4667,21.1,16523.2
5/17/25 0:15,4850,11.09,15.67,NAN,40.02,475.6667,21.1,16509.47
5/17/25 0:30,4851,11.09,15.65,NAN,40.34,474,21.02,16507.33
5/17/25 0:45,4852,11.07,15.72,NAN,40.66,473.5333,21.04667,16499.4
5/17/25 1:00,4853,11.09,15.89,NAN,53.59,475.0667,21.1,16496.93
5/17/25 1:15,4854,11.05,15.86,NAN,56.49,474.4667,21.1,16490.13
5/17/25 1:30,4855,11.08,15.67,NAN,62.8,474.4,21.1,16484.6
5/17/25 1:45,4856,11.05,15.91,NAN,61.8,472.8667,21.1,16481.73
5/17/25 2:00,4857,11.07,15.78,NAN,44.97,471.3333,21.1,16471.67
5/17/25 2:15,4858,11.17,14.65,NAN,37.79,472,21.1,16467.85
5/17/25 2:30,4859,11.16,13.32,NAN,41.17,469.7333,21.1,16462.67
5/17/25 2:45,4860,11.14,12.36,NAN,40.81,469.9333,21.1,16461.67
5/17/25 3:00,4861,11.12,11.9,NAN,42.91,469.5333,21.1,16455.4
5/17/25 3:15,4862,11.09,11.98,NAN,48.36,470,21.1,16443.73
5/17/25 3:30,4863,11.09,12.11,NAN,46.82,468.6,21.1,16436
5/17/25 3:45,4864,11.09,11.89,NAN,49.99,468.6667,21.1,16435.93
5/17/25 4:00,4865,11.15,11.22,NAN,53.21,468,21.1,16421.67
5/17/25 4:15,4866,11.11,10.89,NAN,57.92,467.8,21.1,16422.8
5/17/25 4:30,4867,11.08,10.33,NAN,56.02,467.3333,21.1,16412.33
5/17/25 4:45,4868,11.01,9.87,NAN,38.86,467.3333,21.1,16406.73
5/17/25 5:00,4869,11.17,9.43,NAN,20.31,467.0714,21.13572,16415.79
5/17/25 5:15,4870,11.21,9.18,NAN,7.321,468.4546,21.1,16445.18
5/17/25 5:30,4871,11.36,9.11,NAN,0.457,468.4,21.14667,16469.13
5/17/25 5:45,4872,12,9.68,NAN,-5.676,467.8667,21.17333,16465.6
5/17/25 6:00,4873,12.87,11.08,NAN,-10.59,467.8,21.1,16451.27
5/17/25 6:15,4874,13.86,12.49,NAN,-15.89,467.5333,21.1,16467.27
5/17/25 6:30,4875,13.9,13.9,NAN,-24.48,466.5333,21.1,16469.4
5/17/25 6:45,4876,13.89,14.62,NAN,-33.41,466.0667,21.18667,16462.8
5/17/25 7:00,4877,13.85,15.83,NAN,-41.04,466.5333,21.2,16452.33
5/17/25 7:15,4878,13.81,17.48,NAN,-47.3,466.4667,21.2,16448.73
5/17/25 7:30,4879,13.79,18.98,NAN,-52.29,467.1333,21.2,16476.53
5/17/25 7:45,4880,13.77,20.27,NAN,-56.25,467.1333,21.12667,17146.13
5/17/25 8:00,4881,13.71,22.25,NAN,-59.45,466.6667,21.16,17144.6
5/17/25 8:15,4882,13.66,23.72,NAN,-62.03,466.6667,21.2,17135.33
5/17/25 8:30,4883,13.67,24.44,NAN,-64.11,465.1333,21.2,17131
5/17/25 8:45,4884,13.64,24.84,NAN,-65.85,465.9333,21.2,17130.27
5/17/25 9:00,4885,13.62,25.56,NAN,-67.43,465.4,21.2,17127.47
5/17/25 9:15,4886,13.61,26.21,NAN,-68.61,465.3333,21.2,17122.53
5/17/25 9:30,4887,13.58,27.38,NAN,-69.49,466.2,21.2,17121.07
5/17/25 9:45,4888,13.58,28.98,NAN,-69.99,465.2,21.2,17115.73
5/17/25 10:00,4889,13.57,29.86,NAN,-70.15,464.4667,21.2,17112.33
5/17/25 10:15,4890,13.57,30.42,NAN,-70.52,463.6667,21.2,17111
5/17/25 10:30,4891,13.55,30.46,NAN,-71.43,463.7333,21.2,17111
5/17/25 10:45,4892,13.51,30.57,NAN,-72.54,462.5333,21.2,17104.2
5/17/25 11:00,4893,13.52,30.67,NAN,-73.35,462.6667,21.25333,17103.8
5/17/25 11:15,4894,13.51,30.67,NAN,-73.89,461.9333,21.3,17098.73
5/17/25 11:30,4895,13.5,30.51,NAN,-74.32,461.2,21.3,17097.2
5/17/25 11:45,4896,13.5,30.7,NAN,-74.67,462.2667,21.3,17085.67
5/17/25 12:00,4897,13.51,30.94,NAN,-74.93,461.5333,21.3,17084.87
5/17/25 12:15,4898,13.54,31.45,NAN,-75.21,461.8667,21.3,17081.8
5/17/25 12:30,4899,13.52,31.84,NAN,-75.43,462.2667,21.3,17076.73
5/17/25 12:45,4900,13.51,32,NAN,-75.51,462.6667,21.3,17074.73
5/17/25 13:00,4901,13.51,32.3,NAN,-75.53,462.6,21.3,17069.6
5/17/25 13:15,4902,13.48,32.56,NAN,-75.57,462.4667,21.37333,17067.47
5/17/25 13:30,4903,13.46,33.24,NAN,-75.64,460.8,21.4,17064.87
5/17/25 13:45,4904,13.45,34.17,NAN,-75.9,457.4667,21.4,17060.4
5/17/25 14:00,4905,13.42,34.61,NAN,-76.31,457.8667,21.4,17057.07
5/17/25 14:15,4906,13.42,34.7,NAN,-76.54,457.2667,21.4,17053.27
5/17/25 14:30,4907,13.43,35.17,NAN,-76.59,457,21.4,17046.93
5/17/25 14:45,4908,13.43,36.1,NAN,-76.54,456.4667,21.4,17044.87
5/17/25 15:00,4909,13.44,35.93,NAN,-76.57,458.7333,21.4,17040.4
5/17/25 15:15,4910,13.43,36.97,NAN,-76.49,459.6667,21.4,17059
5/17/25 15:30,4911,13.4,37.02,NAN,-76.83,459.9333,21.4,17052.47
5/17/25 15:45,4912,13.42,37.32,NAN,-77.37,458.8,21.48,17058.6
5/17/25 16:00,4913,13.39,38.16,NAN,-77.66,458.4667,21.5,17042.6
5/17/25 16:15,4914,13.36,38.95,NAN,-77.82,457.9333,21.5,17037.6
5/17/25 16:30,4915,13.36,37.61,NAN,-78.17,455.6667,21.4,17034.33
5/17/25 16:45,4916,13.42,34.79,NAN,-78.25,456.2,21.4,17029.6
5/17/25 17:00,4917,13.44,33.6,NAN,-78.55,458.1333,21.4,17027.6
5/17/25 17:15,4918,13.44,33.48,NAN,-79.03,457.6667,21.4,17022.07
5/17/25 17:30,4919,13.46,33.74,NAN,-79.3,456.2667,21.47333,17021.93
5/17/25 17:45,4920,13.45,34.05,NAN,-79.72,456.7333,21.4,17008.2
5/17/25 18:00,4921,13.45,32.58,NAN,-80,456.2,21.4,17004.73
5/17/25 18:15,4922,13.49,30.52,NAN,-80.2,455.8667,21.4,17001.67
5/17/25 18:30,4923,13.51,29.22,NAN,-80.3,455.5333,21.4,16995.8
5/17/25 18:45,4924,13.55,28.43,NAN,-80.5,457.2,21.4,16987.07
5/17/25 19:00,4925,13.56,27.52,NAN,-80.7,457.8,21.4,16982.07
5/17/25 19:15,4926,11.44,26.17,NAN,-20.79,456.1429,21.4,16821.57
5/17/25 19:30,4927,11.23,25.21,NAN,-38.32,454.9333,21.4,16891.93
5/17/25 19:45,4928,11,24.15,NAN,-47.1,456,21.32,16875.67
5/17/25 20:00,4929,10.96,23.5,NAN,-51.21,458.4667,21.33333,16788.87
5/17/25 20:15,4930,11.15,23.02,NAN,19.71,456.5,21.3,16799.75
5/17/25 20:30,4931,11.12,22.7,NAN,33.26,456.6,21.3,16814.93
5/17/25 20:45,4932,11.11,22.57,NAN,40.14,457.9333,21.3,16805.13
5/17/25 21:00,4933,11.11,22.96,NAN,42.77,456.2,21.3,16792.13
5/17/25 21:15,4934,11.09,23.28,NAN,45.57,455.8667,21.3,16784.67
5/17/25 21:30,4935,11.09,23.27,NAN,46.46,456.9333,21.3,16780.87
5/17/25 21:45,4936,11.08,23.34,NAN,47.38,456.6,21.3,16770.93
5/17/25 22:00,4937,11.09,23.1,NAN,47.75,458.6,21.3,16763.87
5/17/25 22:15,4938,11.14,22.53,NAN,46.58,467,21.2,16753.75
5/17/25 22:30,4939,11.12,22.26,NAN,46.98,460.6,21.21333,16750.47
5/17/25 22:45,4940,11.11,22.14,NAN,47.03,459.8,21.27333,16741.73
5/17/25 23:00,4941,11.12,22.01,NAN,47.16,459.2667,21.3,16737.93
5/17/25 23:15,4942,11.17,21.93,NAN,46.62,456.5,21.2,16721.25
5/17/25 23:30,4943,11.17,21.66,NAN,47.95,456.2667,21.2,16720.73
5/17/25 23:45,4944,11.14,21.14,NAN,46.71,454.5,21.3,16711.25
5/18/25 0:00,4945,11.12,20.95,NAN,47.24,454.9333,21.28667,16702.27
5/18/25 0:15,4946,11.02,20.65,NAN,47.41,458.3333,21.21333,16704.8
5/18/25 0:30,4947,11.01,20.29,NAN,47.21,456.1333,21.3,16695.73
5/18/25 0:45,4948,11.04,20.28,NAN,47.69,459.4667,21.28,16696.07
5/18/25 1:00,4949,11.06,19.99,NAN,47.33,456.5333,21.3,16685.67
5/18/25 1:15,4950,11.05,19.75,NAN,46.58,455.9333,21.3,16685
5/18/25 1:30,4951,10.97,20,NAN,45.14,458.8,21.3,16675
5/18/25 1:45,4952,11.05,19.98,NAN,42.25,458.2667,21.3,16668.73
5/18/25 2:00,4953,11.08,19.4,NAN,33.57,457.125,21.3,16667.75
5/18/25 2:15,4954,11.06,18.67,NAN,28.67,457.5,21.3,16651
5/18/25 2:30,4955,10.94,18.35,NAN,28.66,458.4,21.3,16655.33
5/18/25 2:45,4956,10.82,17.85,NAN,27.29,457.9333,21.3,16650.6
5/18/25 3:00,4957,10.88,17.56,NAN,27.1,457.5333,21.3,16646.13
5/18/25 3:15,4958,10.99,17.25,NAN,24.97,455.3333,21.3,16642.87
5/18/25 3:30,4959,11.04,16.97,NAN,27.45,455.8667,21.3,16636.47
5/18/25 3:45,4960,11,17.06,NAN,31.15,456.4,21.3,16629.4
5/18/25 4:00,4961,11.03,17.21,NAN,32.07,456.1333,21.3,16624.4
5/18/25 4:15,4962,11.04,17.36,NAN,31.56,455.8,21.3,16618
5/18/25 4:30,4963,11.02,17.44,NAN,29.49,456.3333,21.36667,16614.4
5/18/25 4:45,4964,11.01,17.42,NAN,14.83,456.3333,21.32,16605.33
5/18/25 5:00,4965,10.98,17.15,NAN,-17.47,456.0667,21.38667,16616.33
5/18/25 5:15,4966,11.01,16.95,NAN,-34.32,456.0667,21.35333,16609.93
5/18/25 5:30,4967,11.07,16.93,NAN,-44.53,456.4667,21.3,16629.2
5/18/25 5:45,4968,11.53,17.08,NAN,-52.92,455.0667,21.36,16663.33
5/18/25 6:00,4969,13.16,17.82,NAN,-61.78,454,21.4,16770.4
5/18/25 6:15,4970,13.79,18.56,NAN,-71.13,455.8,21.33333,16777.67
5/18/25 6:30,4971,13.76,19.08,NAN,-79.81,454,21.4,16785
5/18/25 6:45,4972,13.76,20.25,NAN,-89,453.6667,21.4,16804.73
5/18/25 7:00,4973,13.72,21,NAN,-104.4,454.2,21.4,16824.2
5/18/25 7:15,4974,13.72,21.6,NAN,NAN,454.3333,21.4,16823.93
5/18/25 7:30,4975,13.68,22.25,NAN,NAN,454.1333,21.4,16814.73
5/18/25 7:45,4976,13.69,22.71,NAN,NAN,453,21.4,16810.4
5/18/25 8:00,4977,13.69,23.66,NAN,NAN,454.4,21.4,16800.13
5/18/25 8:15,4978,13.66,24.81,NAN,NAN,455.6667,21.4,16784.33
5/18/25 8:30,4979,13.63,25.42,NAN,NAN,454.8667,21.4,16741.53
5/18/25 8:45,4980,13.61,26.97,NAN,NAN,453.6,21.4,16668.27
5/18/25 9:00,4981,13.59,28.15,NAN,NAN,453.9333,21.4,16663.93
5/18/25 9:15,4982,13.57,28.78,NAN,NAN,453.8,21.4,16663.07
5/18/25 9:30,4983,13.57,29.32,NAN,NAN,454.6667,21.4,16669.8
5/18/25 9:45,4984,13.52,29.37,NAN,NAN,454.9333,21.4,16674.53
5/18/25 10:00,4985,13.51,29.29,NAN,NAN,454.2667,21.4,16661.73
5/18/25 10:15,4986,13.51,29.28,NAN,NAN,454.9333,21.4,16632.6
5/18/25 10:30,4987,13.55,29.53,NAN,NAN,454.2,21.4,16621.27
5/18/25 10:45,4988,13.54,30.75,NAN,NAN,453.6,21.4,16611.07
5/18/25 11:00,4989,13.54,31.46,NAN,NAN,453.1333,21.4,16597
5/18/25 11:15,4990,13.51,32.14,NAN,NAN,452.9333,21.4,16594.8
5/18/25 11:30,4991,13.5,32.3,NAN,NAN,454.3333,21.4,16587.2
5/18/25 11:45,4992,13.49,32.92,NAN,NAN,452.8667,21.4,16572.13
5/18/25 12:00,4993,13.49,33.68,NAN,NAN,452.0667,21.4,16558.67
5/18/25 12:15,4994,13.48,33.95,NAN,NAN,451.6667,21.45333,16554
5/18/25 12:30,4995,13.45,34.3,NAN,NAN,452.2667,21.5,16556.13
5/18/25 12:45,4996,13.45,34.2,NAN,NAN,452.4,21.5,16534.73
5/18/25 13:00,4997,13.44,34.65,NAN,NAN,452.0667,21.46,16529.67
5/18/25 13:15,4998,13.47,35.46,NAN,NAN,450.2,21.41333,16524.53
5/18/25 13:30,4999,13.45,35.48,NAN,NAN,450.9333,21.48667,16519.93
5/18/25 13:45,5000,13.46,35.61,NAN,NAN,449.8667,21.5,16518.13
5/18/25 14:00,5001,13.45,35.89,NAN,NAN,449.4667,21.5,16512.67
5/18/25 14:15,5002,13.42,36.4,NAN,NAN,449,21.5,16512.4
5/18/25 14:30,5003,13.43,36.71,NAN,NAN,447.2,21.5,16509.53
5/18/25 14:45,5004,13.41,36.56,NAN,NAN,447.8,21.5,16500.93
5/18/25 15:00,5005,13.4,36.61,NAN,NAN,449,21.5,16463.67
5/18/25 15:15,5006,13.41,36.05,NAN,NAN,447.6667,21.58667,16446.53
5/18/25 15:30,5007,13.43,34.99,NAN,NAN,446.8,21.6,16433.47
5/18/25 15:45,5008,13.42,35.05,NAN,NAN,447.4667,21.51333,16430.53
5/18/25 16:00,5009,13.43,35.03,NAN,NAN,446.2,21.53333,16422
5/18/25 16:15,5010,13.44,34.81,NAN,NAN,448.2,21.55333,16414.4
5/18/25 16:30,5011,13.44,34.15,NAN,NAN,449.1333,21.51333,16412.13
5/18/25 16:45,5012,13.46,32.95,NAN,NAN,448.0667,21.57333,16401.2
5/18/25 17:00,5013,13.48,31.74,NAN,NAN,445.6,21.6,16389
5/18/25 17:15,5014,13.49,31.33,NAN,NAN,443.5333,21.6,16374.6
5/18/25 17:30,5015,13.5,31.11,NAN,NAN,444.1333,21.6,16369.93
5/18/25 17:45,5016,13.49,31.02,NAN,NAN,443.5333,21.6,16363.33
5/18/25 18:00,5017,13.51,29.99,NAN,NAN,442.9333,21.56667,16352.27
5/18/25 18:15,5018,13.53,28.78,NAN,NAN,443.0667,21.5,16343.13
5/18/25 18:30,5019,13.56,28,NAN,NAN,442.6667,21.5,16334.07
5/18/25 18:45,5020,13.57,27.48,NAN,NAN,443.6667,21.5,16323.67
5/18/25 19:00,5021,13.61,27,NAN,NAN,443.6667,21.5,16312.4
5/18/25 19:30,5022,11.13,25.26,NAN,NAN,444.6667,21.5,16280.33
5/18/25 19:45,5023,10.93,24.86,NAN,NAN,445.1667,21.5,16421.33
5/18/25 20:00,5024,10.91,24.39,NAN,NAN,445.6,21.5,16521.13
5/18/25 20:15,5025,10.94,24.12,NAN,NAN,445.2,21.5,16964.93
5/18/25 20:30,5026,11.14,23.84,NAN,-15.27,445,21.5,16955
5/18/25 20:45,5027,11.09,23.8,NAN,-10.25,444.8,21.5,16960.2
5/18/25 21:00,5028,11.06,23.54,NAN,-6.841,444.6,21.52,16965.4
5/18/25 21:15,5029,11.02,23.36,NAN,-5.221,442.4,21.51333,16953.73
5/18/25 21:30,5030,11.14,23.19,NAN,-4.36,445.1333,21.5,16960.53
5/18/25 21:45,5031,11.14,23.07,NAN,-4.069,445.2667,21.5,16953
5/18/25 22:00,5032,11.09,22.93,NAN,-4.328,445.8,21.44667,16948.6
5/18/25 22:15,5033,11.06,22.82,NAN,-4.181,444.4,21.4,16952.13
5/18/25 22:30,5034,11,22.65,NAN,-3.581,445.1333,21.4,16949.93
5/18/25 22:45,5035,11.18,22.63,NAN,-4.225,447,21.4,16951.5
5/18/25 23:00,5036,11.17,22.55,NAN,-3.255,446.9333,21.4,16948.07
5/18/25 23:15,5037,11.16,22.34,NAN,-3.595,446.9333,21.4,16950.33
5/18/25 23:30,5038,11.16,22.24,NAN,-3.883,445.9333,21.4,16946.4
5/18/25 23:45,5039,11.16,22.22,NAN,-3.844,447.7333,21.4,16952.53
5/19/25 0:00,5040,11.16,22.25,NAN,-3.659,448.2667,21.4,16946.73
5/19/25 0:15,5041,11.16,22.15,NAN,-3.66,448.8,21.4,16949.33
5/19/25 0:30,5042,11.14,22.06,NAN,-3.816,448.7333,21.4,16955.2
5/19/25 0:45,5043,11.13,22.04,NAN,-3.699,448.6,21.4,16950
5/19/25 1:00,5044,11.13,22.09,NAN,-3.727,448.5333,21.4,16946.6
5/19/25 1:15,5045,11.14,22.12,NAN,-3.71,446.8,21.4,16951.93
5/19/25 1:30,5046,11.13,22.11,NAN,-3.902,447,21.4,16943.53
5/19/25 1:45,5047,11.12,22.09,NAN,-4.248,447.2667,21.44,16946.13
5/19/25 2:00,5048,11.11,22.13,NAN,-4.944,447.8,21.42,16944.07
5/19/25 2:15,5049,11.11,22.27,NAN,-6.944,445.6154,21.45385,16945.62
5/19/25 2:30,5050,11.13,22.46,NAN,-8.31,446,21.5,16949.5
5/19/25 2:45,5051,11.13,22.41,NAN,-6.467,446,21.5,16945.6
5/19/25 3:00,5052,11.13,22.4,NAN,-6.817,445.8667,21.5,16948.07
5/19/25 3:15,5053,11.13,22.34,NAN,-7.668,446.0667,21.5,16953
5/19/25 3:30,5054,11.14,22.21,NAN,-8.57,444.8,21.5,16948.07
5/19/25 3:45,5055,11.13,22.12,NAN,-9.59,444.0667,21.5,16946.07
